Season,Date,Opponent,Result,Type,Pace,UNC PPP,UNC eFG%,UNC TO%,UNC OR%,UNC FTRate,UNC 2PTM,UNC 2PTA,UNC 2PT%,UNC 3PTM,UNC 3PTA,UNC 3PT%,UNC 3PTRate,UNC FTM,UNC FTA,UNC FT%,OPP PPP,OPP eFG%,OPP TO%,OPP OR%,OPP FTRate,OPP 2PTM,OPP 2PTA,OPP 2PT%,OPP 3PTM,OPP 3PTA,OPP 3PT%,OPP 3PTRate,OPP FTM,OPP FTA,OPP FT%,UNC Fouls,OPP Fouls,TOTAL FOULS,Ref 1,Ref 2 ,Ref 3,POINT SPREAD
2004-05,28-Dec-04,UNC-Wilmington,W,Non-Conference,81,1.18,69.6,23.4,24.6,72.5,19,32,59.4,11,19,57.9,37.3,25,37,67.6,0.93,48.5,21,20.2,26.1,18,42,42.9,9,23,39.1,35.4,12,17,70.6,20,31,51,Duke Edsall,Mike Eades,Alan Spainhour,-31
2004-05,21-Dec-04,Vermont,W,Non-Conference,77,1.21,59.2,18.2,27.9,46.7,25,43,58.1,7,17,41.2,28.3,22,28,78.6,0.84,50,29.9,27.4,24.1,11,25,44,12,33,36.4,56.9,7,14,50,16,22,38,Robert Donato,Roger Ayers,Dwayne Gladden,
2004-05,19-Dec-04,Virginia Tech,W,League,73,1.17,71.9,30.3,33.3,43.8,24,34,70.6,7,14,50,29.2,16,21,76.2,0.7,41.4,26.2,27,19,15,40,37.5,6,18,33.3,31,3,11,27.3,15,17,32,Karl Hess,Edwin Edsall,Bryan Kersey,-14.5
2004-05,12-Dec-04,Loyola Chicago,W,Non-Conference,73,1.5,65.2,22.1,65.2,40.9,28,48,58.3,10,18,55.6,27.3,23,27,85.2,0.83,43.4,27.6,38.6,14.8,16,37,43.2,7,24,29.2,39.3,7,9,77.8,14,26,40,Reggie Cofer,Tony Greene,David Guthrie,-29
2004-05,4-Dec-04,Kentucky,W,Non-Conference,79,1.16,54.2,22.9,46.9,67.8,23,46,50,6,13,46.2,22,27,40,67.5,0.99,50,17.8,22.8,22.9,20,45,44.4,10,25,40,35.7,8,16,50,16,31,47,Karl Hess,Les Jones,Tony Greene,-8.5
2004-05,1-Dec-04,Indiana,W,Non-Conference (Big Ten Challenge),74,0.95,48.1,31.2,39.4,44.4,14,36,38.9,8,18,44.4,33.3,18,24,75,0.85,42.3,27.1,40,23.1,11,33,33.3,11,32,34.4,49.2,8,15,53.3,19,21,40,Jim Burr,Donnee Gray,Tim Higgins,-13
2004-05,28-Nov-04,USC,W,Non-Conference,85,1.14,60.7,23.4,37.7,60.7,31,46,67.4,4,15,26.7,24.6,23,37,62.2,0.76,39,32.8,41.2,23.5,19,47,40.4,5,21,23.8,30.9,12,16,75,15,28,43,Mike Wood,Gary Maxwell,Reggie Cofer,-17.5
2004-05,24-Nov-04,Iowa,W,Non-Conference (Maui Invitational),83,1.28,59.5,13.2,28,32.4,29,57,50.9,10,17,58.8,23,18,24,75,1.11,67.9,26.5,26.2,52.8,15,29,51.7,14,24,58.3,45.3,20,28,71.4,23,23,46,Robert Donato,Tony Greene,Verne Harris,-11
2004-05,23-Nov-04,Tennessee,W,Non-Conference (Maui Invitational),81,1.16,66.7,27.1,30.6,72.5,22,35,62.9,8,16,50,31.4,26,37,70.3,1,52.4,24.6,30.1,29,16,35,45.7,11,27,40.7,43.5,16,18,88.9,19,27,46,Verne Harris,Mike Eades,Pat Evans,-10
2004-05,22-Nov-04,BYU,W,Non-Conference (Maui Invitational),76,1.13,49.3,15.8,35.3,33.3,22,43,51.2,8,26,30.8,37.7,18,23,78.3,0.66,36.8,35.5,36.5,24.6,12,34,35.3,6,23,26.1,40.4,8,14,57.1,17,21,38,Robert Donato,Craig Peterson,J.D. Collins,-13
2004-05,19-Nov-04,Santa Clara,L,Non-Conference,71,0.93,41.3,22.6,42.2,38.1,17,45,37.8,6,18,33.3,28.6,14,24,58.3,1.09,56,26.8,45.9,58,19,33,57.6,6,17,35.3,34,21,29,72.4,23,24,47,David Libbey,Mike Irving,Verne Harris,-13
2003-04,20-Mar-04,Texas,L,NCAA Tournament 2nd Round,68,1.11,45.4,16.2,38.5,29.2,16,37,43.2,9,28,32.1,43.1,16,19,84.2,1.15,53.6,14.8,32.2,41.8,22,42,52.4,5,13,38.5,23.6,19,23,82.6,21,19,40,John Cahill,Donnee Gray,Rob Staffen,-1
2003-04,18-Mar-04,Air Force,W,NCAA Tournament 1st Round,60,1.05,45.3,21.6,41.5,34,18,40,45,4,13,30.8,24.5,15,18,83.3,0.87,53.9,26.6,8.5,33.3,9,14,64.3,8,25,32,64.1,10,13,76.9,15,15,30,John Cahill,Robert Adams,John Caldwell,-8.5
2003-04,12-Mar-04,Georgia Tech,L,ACC Tournament Quarterfinal,77,1.07,43.2,19.5,41.4,50,21,48,43.8,5,18,27.8,27.3,25,33,75.8,1.08,53.5,19.5,27.5,45.6,23,39,59,5,18,27.8,31.6,22,26,84.6,22,25,47,Duke Edsall,Les Jones,Jamie Luckie,-1.5
2003-04,6-Mar-04,Duke,L,League,70,0.93,40.8,23,47,26.1,19,43,44.2,5,22,22.7,33.8,12,17,70.6,1.01,50.9,17.2,27.7,31,25,47,53.2,3,11,27.3,19,11,18,61.1,17,18,35,Mike Wood,Gary Maxwell,Reggie Cofer,9.5
2003-04,2-Mar-04,Clemson,W,League,62,1.11,52.3,16,38.6,6.2,17,41,41.5,11,23,47.8,35.9,2,4,50,0.85,50,35.3,44.6,16.3,14,32,43.8,7,17,41.2,34.7,4,8,50,11,12,23,Mike Kitts,Duke Edsall,Larry Rose,-17.5
2003-04,29-Feb-04,NC State,W,League,63,1.12,64.4,26.8,32,40,17,29,58.6,8,16,50,35.6,13,18,72.2,1.01,42.2,11.1,31.7,20.3,15,30,50,8,34,23.5,53.1,10,13,76.9,12,16,28,Mike Stuart,Bryan Kersey,Robert Donato,4
2003-04,24-Feb-04,UVA,L,League,72,1,50,20.9,32.8,19.1,24,45,53.3,5,18,27.8,28.6,9,12,75,1.03,46.1,22.3,44.3,32.8,16,40,40,9,24,37.5,37.5,15,21,71.4,19,13,32,Karl Hess,Ted Valentine,Bernard Clinton,-5.5
2003-04,21-Feb-04,Florida State,W,League,74,1.06,51.8,23.1,42,67.3,15,34,44.1,9,21,42.9,38.2,21,37,56.8,0.97,54.5,19,12.7,33.9,8,19,42.1,15,37,40.5,66.1,10,19,52.6,18,27,45,Mike Wood,Gary Maxwell,Steve Gordon,-11.5
2003-04,15-Feb-04,Maryland,W,League,83,1.17,59.8,26.5,46.5,98,23,37,62.2,5,14,35.7,27.5,36,50,72,1.04,42.3,12.1,34.8,38.5,24,57,42.1,6,21,28.6,26.9,20,30,66.7,24,31,55,Mike Stuart,Jamie Luckie,Reggie Cofer,-8
2003-04,7-Feb-04,Georgia Tech,L,League,77,1,47.9,15.7,33.7,26.8,19,46,41.3,10,25,40,35.2,9,19,47.4,1.15,60.2,24.8,27.9,51.9,13,29,44.8,13,25,52,46.3,23,28,82.1,20,19,39,Karl Hess,Ray Natili,Mike Eades,4.5
2003-04,7-Feb-04,Wake Forest,W,League,64,1.24,48.4,18.8,46.7,36.1,19,36,52.8,7,25,28,41,20,22,90.9,1.14,50.9,15.6,40.6,37.5,18,33,54.5,7,23,30.4,41.1,16,21,76.2,21,17,38,Reggie Cofer,Jamie Luckie,Mike Wood,3.5
2003-04,5-Feb-04,Duke,L,League,70,1.02,46.6,25.2,47.7,23,27,56,48.2,5,18,27.8,24.3,12,17,70.6,1.05,47.7,21.5,39,40.6,20,43,46.5,7,21,33.3,32.8,22,26,84.6,19,17,36,Karl Hess,Bryan Kersey,Duke Edsall,3.5
2003-04,31-Jan-04,Clemson,L,League,69,1.05,53.5,20.4,32.3,29.3,22,39,56.4,6,19,31.6,32.8,10,17,58.8,1.18,67.8,27.7,42.1,73.3,14,32,43.8,11,13,84.6,28.9,20,33,60.6,25,17,42,Ted Valentine,Ray Natili,Les Jones,-8.5
2003-04,28-Jan-04,NC State,W,League,68,1,50,26.4,36.5,38.5,17,37,45.9,6,15,40,28.8,16,20,80,0.97,60.4,29.4,19.6,22.9,17,27,63,8,21,38.1,43.8,8,11,72.7,17,18,35,Mike Wood,Robert Donato,William Bush,-9
2003-04,24-Jan-04,UVA,W,League,75,1.27,56.9,14.6,43.5,46.1,28,51,54.9,6,14,42.9,21.5,22,30,73.3,1.02,53.8,25.2,24.6,43.4,18,33,54.5,7,20,35,37.7,20,23,87,19,24,43,Jamie Luckie,Les Jones,Larry Rose,-15.5
2003-04,22-Jan-04,Florida State,L,League,68,1.06,54.7,20.9,31.2,29.7,17,35,48.6,12,29,41.4,45.3,11,19,57.9,1.18,62.7,26.1,41.5,37.3,25,40,62.5,8,19,42.1,32.2,16,22,72.7,16,17,33,Ted Valentine,John Cahill,Roger Ayers,-4
2003-04,17-Jan-04,Connecticut,W,Non-Conference,81,1.06,50,18.5,33.3,40.9,21,47,44.7,8,19,42.1,28.8,20,27,74.1,1.03,53.6,25.9,42.5,21.4,27,50,54,7,20,35,28.6,8,15,53.3,17,20,37,Karl Hess,Robert Donato,Les Jones,-2
2003-04,14-Jan-04,Maryland,L,League,81,1.04,45.9,19.8,44.4,35.6,23,54,42.6,7,19,36.8,26,17,26,65.4,1.11,57,27.2,44.1,61.4,28,48,58.3,3,9,33.3,15.8,25,35,71.4,24,18,42,Duke Edsall,Mike Wood,Bryan Kersey,2
2003-04,11-Jan-04,Georgia Tech,W,League,90,1.15,51.4,15.6,37.4,62,32,60,53.3,3,11,27.3,15.5,30,44,68.2,0.98,46.9,26.7,38.7,52.3,20,43,46.5,7,22,31.8,33.8,27,34,79.4,24,28,52,Ed Corbett,Mike Kitts,Steve Gordon,-4.5
2003-04,7-Jan-04,Miami,W,Non-Conference,82,1.08,52.1,26.7,50.7,34.3,32,53,60.4,3,17,17.6,24.3,16,24,66.7,0.78,42.2,26.7,29,26.6,18,44,40.9,6,20,30,31.2,10,17,58.8,21,21,42,Bryan Kersey,Lee Jones,Tom Lopes,-17
2003-04,3-Jan-04,Kentucky,L,Non-Conference,66,0.84,45.4,30.1,34.3,16.7,17,37,45.9,5,17,29.4,31.5,7,9,77.8,0.92,44.4,18.1,36.4,21,20,44,45.5,5,18,27.8,29,6,13,46.2,14,13,27,John Clougherty,Tom Lopes,Tom Eades,5
2003-04,30-Dec-03,Coastal Carolina,W,Non-Conference,83,1.27,63.6,15.7,30,47,30,53,56.6,8,13,61.5,19.7,21,31,67.7,0.87,51.6,32.5,32.9,21.3,18,38,47.4,9,23,39.1,37.7,9,13,69.2,14,24,38,Jamie Luckie,Alan Spainhour,Sean Hull,
2003-04,28-Dec-03,UNC-Wilmington,W,Non-Conference,72,0.99,47.5,27.9,46.1,39.3,14,36,38.9,10,25,40,41,13,24,54.2,0.75,42,34.9,33.3,36,12,31,38.7,6,19,31.6,38,12,18,66.7,19,23,42,Mike Wood,Duke Edsall,Reggie Cofer,-14
2003-04,20-Dec-03,Wake Forest,L,League,74,1.12,53.9,14.8,35.5,34.4,35,67,52.2,9,23,39.1,25.6,17,31,54.8,1.17,57.2,15.8,38.1,34.4,35,60,58.3,11,30,36.7,33.3,16,31,51.6,26,26,52,Jamie Luckie,Duke Edsall,Reggie Cofer,-4
2003-04,14-Dec-03,Akron,W,Non-Conference,71,0.9,33.3,19.7,47.6,40.6,17,48,35.4,4,21,19,30.4,18,28,64.3,0.75,39.1,23.9,31.3,7.8,22,49,44.9,2,15,13.3,23.4,3,5,60,10,21,31,Ted Valentine,Ray Natili,Robert Donato,-20
2003-04,7-Dec-03,George Mason,W,Non-Conference,79,1.46,67.2,16.6,49.1,59.4,31,49,63.3,8,15,53.3,23.4,29,38,76.3,1.03,53.3,24.2,32.9,33.3,17,37,45.9,10,23,43.5,38.3,17,20,85,21,27,48,Les Jones,Larry Rose,Steve Gordon,-14.5
2003-04,2-Dec-03,Illinois,W,Non-Conference (Big Ten Challenge),79,1.12,52.4,16.5,32.9,44.4,24,47,51.1,6,16,37.5,25.4,22,28,78.6,1.03,49.3,17.8,37.6,24,28,51,54.9,6,24,25,32,7,18,38.9,15,21,36,Reggie Cofer,Jamie Luckie,Bryan Kersey,-2
2003-04,29-Nov-03,Cleveland State,W,Non-Conference,79,1.04,43.2,20.3,48,37.8,29,63,46,2,11,18.2,14.9,18,28,64.3,0.96,50.8,25.4,32.4,36.7,17,33,51.5,9,27,33.3,45,15,22,68.2,21,26,47,Gary Maxwell,Everett Summers,Sean Carpenter,-16
2003-04,24-Nov-03,Davidson,W,Non-Conference,79,1.16,57.6,17.8,27,62.7,22,37,59.5,8,22,36.4,37.3,23,37,62.2,0.87,52.9,33.1,29.4,34.6,11,23,47.8,11,29,37.9,55.8,13,18,72.2,21,32,53,Mike Wood,Tim Nestor,Mike Eades,-17.5
2003-04,22-Nov-03,Old Dominion,W,Non-Conference,77,1.17,62.5,19.6,34,36.7,36,53,67.9,1,7,14.3,11.7,15,22,68.2,0.84,44.9,28.7,37.4,4.3,16,39,41,10,30,33.3,43.5,2,3,66.7,12,20,32,Karl Hess,Mike Eades,Jerry Heater,-20
